day,trial,led_on_time_s,arrival_time_s,delay_s
1,1,37.5175129,37.504133333333336,-0.013379566666664289
1,2,79.0957785,79.11236666666667,0.01658816666667917
1,3,119.5219261,119.5194,-0.0025260999999972
1,4,144.9508848,144.94480000000001,-0.006084799999996449
1,5,164.5091304,164.49766666666667,-0.011463733333329174
1,6,183.1077383,183.11626666666666,0.008528366666666898
1,7,214.7336767,214.74786666666668,0.014189966666691589
1,8,250.2752294,250.28336666666667,0.008137266666665255
1,9,295.7580922,295.76213333333334,0.004041133333316793
1,10,340.3310314,340.34000000000003,0.008968600000059723
1,11,362.7919461,362.7957666666667,0.003820566666661307
1,12,408.4028329,408.408,0.005167099999994207
1,13,429.8948913,429.89613333333335,0.0012420333333693634
1,14,470.5871114,470.6034666666667,0.016355266666664647
1,15,494.1186178,494.1269666666667,0.008348866666722188
2,1,37.474268,37.47076666666667,-0.003501333333332468
2,2,62.0895794,62.09536666666667,0.005787266666672508
2,3,81.563041,81.54813333333334,-0.01490766666665877
2,4,120.0270858,120.0199,-0.0071857999999878075
2,5,140.5008508,140.50703333333334,0.006182533333344509
2,6,180.9591969,180.94743333333335,-0.011763566666644465
2,7,219.4363969,219.45256666666668,0.016169766666678242
2,8,257.9686089,257.9577,-0.010908900000003996
2,9,290.3947888,290.45683333333335,0.06204453333333504
2,10,333.8300339,333.8335,0.0034661000000255626
2,11,361.4258899,361.4277333333333,0.0018434333333061659
2,12,399.9532805,399.9662333333333,0.012952833333315539
2,13,424.4310066,424.42400000000004,-0.007006599999954233
2,14,450.9681079,450.9838666666667,0.015758766666692736
2,15,475.4352576,475.44163333333336,0.006375733333356948
3,1,46.4560345,46.446400000000004,-0.009634499999997104
3,2,78.0084239,78.01126666666667,0.002842766666674379
3,3,101.4396712,101.43466666666667,-0.005004533333334393
3,4,120.9735309,120.98753333333333,0.01400243333333151
3,5,159.6103751,159.62613333333334,0.015758233333343696
3,6,187.1392231,187.15363333333335,0.014410233333336464
3,7,226.6397263,226.62640000000002,-0.013326299999988578
3,8,270.2491779,270.2366333333333,-0.01254456666669057
3,9,309.7859475,309.77613333333335,-0.009814166666672008
3,10,334.4104404,334.40073333333333,-0.009707066666692299
3,11,378.9304798,378.94523333333336,0.014753533333362157
3,12,400.5320209,400.5334666666667,0.001445766666677173
3,13,426.0398188,426.0256,-0.014218799999980547
3,14,467.5964346,nan,nan
3,15,497.0180183,nan,nan
4,1,38.4396691,38.4384,-0.0012691000000017993
4,2,62.989185,62.99626666666667,0.007081666666671538
4,3,101.5043882,101.5014,-0.0029881999999901154
4,4,124.9798139,124.99153333333334,0.011719433333340135
4,5,140.5303604,140.5404,0.010039599999998927
4,6,166.1219054,166.13263333333333,0.01072793333332811
4,7,210.680309,210.67713333333333,-0.003175666666663801
4,8,254.1359614,254.12053333333333,-0.01542806666668639
4,9,282.6390069,282.64903333333336,0.010026433333337081
4,10,308.0458968,308.04106666666667,-0.004830133333314279
4,11,330.4828155,330.4968333333333,0.014017833333298313
4,12,367.9958195,368.00096666666667,0.005147166666688463
4,13,385.5905514,385.5852,-0.00535139999999501
4,14,419.230166,419.2188,-0.011366000000009535
4,15,461.6782774,461.6945666666667,0.01628926666666075
5,1,42.5100013,42.50913333333333,-0.0008679666666679964
5,2,88.1319627,88.12136666666667,-0.010596033333328592
5,3,133.6376447,133.6335,-0.0041447000000118805
5,4,178.2068168,178.21136666666666,0.0045498666666503595
5,5,218.7487863,218.75186666666667,0.003080366666665668
5,6,255.2783997,255.28836666666666,0.009966966666667076
5,7,288.9070639,288.92196666666666,0.014902766666637035
5,8,329.3963405,329.39573333333334,-0.0006071666666684905
5,9,355.9590366,357.2902666666667,1.3312300666667056
5,10,383.5575189,383.54983333333337,-0.007685566666623345
5,11,402.1002036,402.1017,0.0014964000000077249
5,12,424.539522,424.52410000000003,-0.015421999999944092
5,13,449.0410816,449.0486,0.007518400000037673
5,14,492.6129552,492.6254666666667,0.01251146666669456
5,15,510.1140748,510.1096,-0.004474800000025425
6,1,46.4968891,46.513133333333336,0.016244233333338798
6,2,79.1022487,79.11236666666667,0.010117966666669531
6,3,97.5826365,97.5975,0.014863499999989926
6,4,114.142535,114.14736666666667,0.004831666666675005
6,5,131.6582805,131.66486666666668,0.006586166666693316
6,6,164.2852864,164.29746666666668,0.012180266666689477
6,7,194.8728199,194.86133333333333,-0.011486566666661702
6,8,214.3458433,214.34746666666666,0.0016233666666494173
6,9,258.7764674,258.7918666666667,0.015399266666690892
6,10,301.2251596,301.23426666666666,0.009107066666672381
6,11,338.6964943,338.70503333333335,0.008539033333363477
6,12,374.1967021,374.2071666666667,0.010464566666712471
6,13,400.7060452,400.7003,-0.0057451999999784675
6,14,423.2029928,423.18943333333334,-0.013559466666663411
6,15,457.7059759,457.69056666666665,-0.015409233333343764
