%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% Exp 3 Log File - John Walkey and David Euston
% The log file columns can be read as the following:
% Time, Event Type
%
% Event Types:    1 -- Session Start
%                 2 -- Session End
%                 5 -- Tone-Light Sync Pulse On
%                 6 -- Tone-Light Sync Pulse Off
%                10 -- Cue light on A
%                11 -- Cue light off A
%                15 -- Cue light on  B
%                16 -- Cue light off B
%                20 -- Poke Onset A
%                21 -- Poke Offset A
%                25 -- Poke Onset B
%                26 -- Poke Offset B
%                30 -- Stim Onset
%                40 -- Trial Timeout
%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%
% rat: 1
% sess: 2
% ntrials: 20
% date and start time: 2024-03-28_10-41-00
% experimenter: JW

0.011,1
0.145,5
0.724,6
1.306,5
1.884,6
2.483,5
3.05,6
6.552,10
11.462,11
11.462,30
40.202,25
40.292,26
41.146,25
41.237,26
42.191,20
42.322,21
43.409,20
43.51,21
45.462,15
47.171,16
47.171,30
77.171,15
82.028,16
82.028,30
129.028,10
132.553,11
132.553,30
178.553,10
198.574,11
198.574,40
235.574,10
240.722,11
240.722,30
271.722,15
291.728,16
291.728,40
325.728,10
345.769,11
345.769,40
392.769,15
412.773,16
412.773,40
444.773,10
464.785,11
464.785,40
506.785,15
526.813,16
526.813,40
573.813,10
593.855,11
593.855,40
628.855,15
648.875,16
648.875,40
694.875,15
714.89,16
714.89,40
764.89,10
784.89,11
784.89,40
824.89,10
844.929,11
844.929,40
890.929,10
910.953,11
910.953,40
952.953,15
972.995,16
972.995,40
1009.995,10
1030.036,11
1030.036,40
1065.036,15
1085.049,16
1085.049,40
1085.417,5
1085.994,6
1086.577,5
1087.155,6
1087.733,5
1088.314,6
1088.826,2
